No.7
time,x,y,z,rx,ry,rz,x_dot,y_dot,z_dot,wx,wy,wz,ax,ay,az,arpha_x,arpha_y,arpha_z

0.004,0.499325,-0.000354402,0.13934,0.0113719,-3.14039,0.0547831,0,0,0,0,0,0,0,0,0,0,0,0,
0.073,0.499325,-0.000354402,0.13934,0.0113721,-3.14039,0.0552295,0,0,0,-0.00580199,-4.19369e-05,4.80727e-06,0,0,0,0,0,0,
0.14,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-0.00557446,-4.02923e-05,4.61875e-06,0,0,0,0.00446135,3.22467e-05,-3.69648e-06,
0.205,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0.111489,0.000805845,-9.2375e-05,
0.27,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.20059e-18,-1.10633e-18,0,0,0,0,-1.71453e-18,-4.51563e-19,0,
0.334,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.03586e-18,-1.06294e-18,0,0,0,0,3.22998e-18,8.50695e-19,0,
0.397,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,-1.61435e-18,-4.25177e-19,0,
0.46,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.20059e-18,-1.10633e-18,0,0,0,0,-1.71453e-18,-4.51563e-19,0,
0.522,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,1.68024e-18,4.42531e-19,0,
0.586,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.03586e-18,-1.06294e-18,0,0,0,0,1.58269e-18,4.16841e-19,0,
0.655,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.20059e-18,-1.10633e-18,0,0,0,0,-3.36182e-18,-8.85417e-19,0,
0.718,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.03586e-18,-1.06294e-18,0,0,0,0,3.22998e-18,8.50695e-19,0,
0.781,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,-1.61435e-18,-4.25177e-19,0,
0.842,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0,0,0,
0.906,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.20059e-18,-1.10633e-18,0,0,0,0,-1.71453e-18,-4.51563e-19,0,
0.975,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,1.68024e-18,4.42531e-19,0,
1.038,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.03586e-18,-1.06294e-18,0,0,0,0,1.58269e-18,4.16841e-19,0,
1.097,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,-1.61435e-18,-4.25177e-19,0,
1.161,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0,0,0,
1.226,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0,0,0,
1.291,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0,0,0,
1.361,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.11658e-18,-1.0842e-18,0,0,0,0,0,0,0,
1.429,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.20059e-18,-1.10633e-18,0,0,0,0,-1.71453e-18,-4.51563e-19,0,
1.497,0.499325,-0.000354402,0.13934,0.0113723,-3.14038,0.0556759,0,0,0,-4.03586e-18,-1.06294e-18,0,0,0,0,3.22998e-18,8.50695e-19,0,
